cpu_usage,gpu_usage,memory_usage,server_load,power_consumption,current_temp,ambient_temperature,humidity,cooling_level,dielectric_temp,future_temperature,future_workload,cooling_demand
42.9595304585679,94.61357327048253,70.64250339901646,73.95195614571668,463.89107042490684,77.8945679635821,20.652316887521422,39.67983561008608,24.35627091261496,47.78563326214821,79.52673682083282,71.0475654755991,90.90923626864073
56.17856598363693,48.443106659148306,50.64066944297695,51.53729038894376,346.5257886219638,54.65650714217489,20.37139563108471,43.76433945605655,47.47713824702688,39.36431276267362,53.63730790697232,46.916876200208236,44.33568453808362
62.13248205985974,14.134086732079798,38.99364321118127,33.33344486319177,244.71815336690003,35.0,19.105877080749753,63.466566117599996,92.42240248059196,33.173155063920674,35.0,34.78861486950268,15.0
53.57556808979177,13.060578379254437,36.59263645115336,29.266574263469373,230.98372968389364,41.37934759921047,29.26287883401769,44.35133228268233,59.00510158833581,33.90507932826952,41.53336064995138,28.457797331481768,24.757226870177455
17.787340180568915,27.442474755303923,18.976725779220722,23.580420925409918,223.35010175098415,35.0,24.607513924721193,43.14047095321688,82.1553131863947,30.042280855452958,35.0,17.927659402002085,15.0
74.15263078760688,78.64306085504917,72.99020303520074,76.84688882807225,456.7325630359849,62.51977558212801,19.969774011927207,60.89310277626781,66.74735951206685,42.890118880621145,59.81946417689827,81.28563112603904,62.658190798695834
74.20534369374964,66.74261495061397,73.57168126279242,69.72770644786823,423.8581336760558,56.292546334485195,20.03310218095113,56.39734361668985,77.05887864626732,41.420493917107606,54.749200208285885,86.58918771600159,57.97382046139882
19.494445575410793,12.797197526119348,17.237104840875315,15.476096745835926,182.23882592743135,39.56430923840675,26.645701749799947,62.22699421778279,38.69691718616562,31.950519601333173,40.615961877495046,15.171776308462196,18.713372806189046
91.81339340614643,81.92271378123311,87.93528364577317,85.87898563119845,502.13173110105527,74.24380670964356,31.66242530728495,40.597101766581076,86.94192488674834,44.095391815586396,71.22028022974557,84.33254289897556,82.40029570397714
47.58548539911055,82.80331416710189,68.08024444915696,68.71618265990536,423.7599515199646,73.18449634225671,26.68270414381862,47.52233009446337,36.65808578530477,42.664374791689525,74.72785994854064,66.87705403924156,84.61915514625042
55.65357471341622,72.56868734167082,63.02016784657788,65.80264229036898,424.3801037730842,73.50216754632157,34.361604014015896,42.553468874760924,57.29363794192891,41.096603507793944,73.92719708524878,66.31438070311731,81.15102619877953
34.520888852821805,90.83566385103218,60.594771477262775,68.30975385174803,431.48154238894307,74.3570039421115,26.320696924718572,64.56951362331802,38.15414536336253,44.664356407939074,76.76298016883848,68.32944037390504,85.4080554371445
42.364915679294285,66.27521892282857,55.38830498714859,56.71109762541486,377.8956202712515,57.87407283650688,19.53492609092494,60.05907486767714,44.05850487288019,39.697835129360264,60.152107156218925,65.24412239380717,61.55748002426045
29.93162821741854,67.42037834644104,46.07093471396973,52.42487829483204,366.48461930059756,64.82889825532276,24.574500887109135,63.101899662102035,30.314070810949495,40.47261296418813,67.59921329782163,50.597181810669326,66.58638676653187
81.91555361770699,59.41287223235215,70.90141755187763,68.41394478649408,408.65754483526945,49.77604456765545,19.582747052700288,61.91647273859981,87.53135428724978,40.58096533914179,45.08543431908891,74.91092885781651,42.59116538410978
17.404316919564298,24.384955554420625,24.083069745209094,21.592700100478094,219.37026599844944,35.0,18.156349877482704,38.044146285980965,69.76263268310419,29.189629742841724,35.0,27.678054085378644,15.367179363168237
67.37259083622885,29.95996854198982,50.363713459889624,44.925017459685435,300.4430194383954,44.262533915815126,23.53179486870755,57.394742153540726,68.72246742854111,37.78260008882422,41.28141955565754,40.58681200978856,24.32909022250086
31.471088617359356,96.59793937296766,63.17929579249759,70.54719907072433,459.089199256524,73.86814183434471,28.72935664195347,58.84433910624945,57.69778198288941,43.21217677543364,73.45974269635909,66.68829532325805,80.14737276252058
34.70796789479531,12.164121012399391,24.599822820854694,21.181659765357757,199.52748555334844,35.0,33.98779593399954,63.617857310077625,88.61482926653363,29.05141360807779,35.0,20.56099782094946,15.0
43.88860011696942,85.75116376500027,63.35525798223507,69.00613830578793,430.4128838465586,63.637264543396014,27.465621461791955,63.08464322482343,72.20223475062298,41.68541632758097,62.23875138276009,72.89138728030596,64.2950332985554
87.20883032966007,75.9284069801242,83.14474458285427,80.44057631993854,474.3784820156203,65.93115325620596,24.11134957073584,43.8077553279348,80.70208666088851,44.481213436232125,62.98267511657887,80.56023539226773,72.48878417960229
67.19682590844333,72.4750520759356,72.20228034767827,70.36376160893869,439.08969028927913,75.1138775581777,23.74591766647611,46.26748857919832,27.048645488065176,45.629256478905994,79.68823033838667,70.40029347264185,88.39788849055698
35.21563018728903,62.58416019064196,45.143897188477894,51.63674818930079,346.70658540898074,69.90662563031918,31.98420953121419,45.80571924233789,29.52953844889136,41.086694565954076,73.03863371118992,54.38462991461412,82.93217996022335
66.09383133184218,74.62212870131688,74.1647966522798,71.210809753527,436.3826250397746,70.62347564885731,23.490260040001182,58.85558584306111,40.31241884465557,44.19727032102604,73.77258659917166,80.42787854512967,87.49735992338015
45.98785910845575,25.423194486305274,32.9570231387492,33.649060335165466,256.4800307589318,41.69881919643134,27.336853300004048,56.437877681001865,69.51480325382985,32.96134460121378,41.51821822907032,35.53554166246751,23.507549226950566
31.80032707610186,41.68156839996228,38.80371662174702,37.72907187041811,279.45778322607015,52.09225697355798,19.973234888617576,36.38007926065258,23.05466017392276,39.87786533362219,55.63948282669408,46.947650859177344,50.07708624271185
53.26219701028125,52.13898759947035,50.08620726415592,52.5882713637947,349.70599997399665,51.97685149313254,24.774580484755347,53.47550294156649,67.63202381507328,36.34007383391715,51.90825126287347,52.88081587532893,46.892531880683485
24.338229583165813,16.280618518638256,21.44877827655256,19.503662944449278,193.76790762576047,35.0,27.958184881648876,63.20690724274873,63.16056334069092,30.790640485349655,36.53965118855327,24.052353819248363,15.0
92.84890317233422,44.36313476426891,72.29554347889287,63.75744212749503,393.12431230951853,66.58796651155768,21.32844929141804,37.080839026254964,27.558350103307,41.894856562390544,68.608521012455,61.32527829723323,75.01408202736414
12.047930344752675,82.48769495041529,45.52265084577118,54.31178910815024,373.8758933021062,55.074318658217834,29.844531811190564,53.86828540339652,85.81040101452898,38.02404569784628,50.57247752563481,51.989140364925404,42.73563929928962
76.05409814439554,81.8082917947865,82.8552361055964,79.50661433463011,469.92279857872614,76.0135989887205,24.324307458477314,58.29238882225991,45.56026551897634,47.569663214514776,77.64097274309091,87.27091321382674,92.46335671255046
89.42465578780187,54.96746114785929,74.80771819669252,68.75033900383632,407.87618135271043,80.78170223641511,33.22389488443541,46.676050362024895,20.812823861022377,47.081576577639254,86.16254143812372,70.05845428369865,100.0
93.65342893050493,61.03597204297246,78.3993981840971,74.08295479798545,434.496325346692,62.31787402529225,22.984583118867096,44.85993636109748,70.43888420577788,43.67263743684529,59.0766098311496,70.58722190752586,57.0816847263453
88.11796808273039,41.231436117135004,61.61123823135353,59.98604890337316,361.7947585869081,71.58177288064006,30.94568073919703,53.546541899487835,27.58420070920927,41.32662192646534,76.53007862682989,68.83820648620676,87.4687694365118
17.465718839496887,97.81092248660461,56.632487029099714,65.67284102776152,432.08380863056294,61.604182190196966,31.817592643377544,63.41745732151576,93.95007978671532,39.94553138420607,56.92546899525698,55.48746135290082,53.65542034695805
51.24213649548311,15.010991535683523,30.07710734572789,29.503449519603357,230.57173643466098,40.085075910790984,29.03657513597308,57.3813463779627,63.75265738228697,35.23923649762795,39.73825194259014,29.480635374651875,21.175095813776508
29.676433789711833,95.7268060102144,58.79885569748165,69.30665712201338,455.4829869815725,63.46559708013503,18.733718503159793,61.73429341094213,59.57758318147249,44.453117096802345,61.99608998513797,71.6747940606512,70.46435608800415
71.2258846306463,50.45415476433182,61.86048433816157,58.762846710857616,373.59585820901486,71.58400920281353,33.319686178346814,36.363391410243736,41.07223921941727,43.44369307514153,76.17073978635456,60.79398013610726,82.83800814284837
34.40954410233968,26.742783215414757,30.285750898397076,29.809487570184725,245.77542638551785,35.0,27.922153901464824,37.332039108949544,93.07961057496249,33.05656139736205,35.0,20.24595498486363,15.0
